"","Site","Area","Transect","Plot","Subplot","Date","Species","plant_height","number_of_inflors","inflor_height","inflor_width","infvol","num_seeds2","subplot_num","Pollination.Experiment.Subplot..1...Yes..0...No.","X.Plectritis","X.Plectritis..including.pollinator.focal.plants.","X.Valerianella","X.Plectritis.1m.2..excluding.subplots.","X.Plectritis.1m.2..including.subplots.","X.Valerianella.1m.2","X.Valerianella.1m.2..including.subplots.","X.shrubcover.subplot","X.shrubcover.1m.2","X.grasscover.subplot","X.grasscover.1m.2","soil.depth.1","soil.depth.2","soil.depth.1..1m.2.","soil.depth.2..1m.2.","soil.moisture.1.7.6cm","soil.moisture.2.7.6cm","avg_soil_moisture_7.6cm","soil.moisture.1.7.6cm..1m.2.","soil.moisture.2.7.6cm..1m.2.","soil.moisture.1.12cm","soil.moisture.2.12cm","avg_soil_moisture_12cm","soil.moisture.1.12cm..1m.2.","soil.moisture.2.12cm..1m.2.","flowering.sps.subplot..id.s.","flowering.sps.subplot..richness.","flowering.sps.1m.2..id.s.","flowering.sps.1m.2..richness.","X..flowering.infloresences.in.subplot","species.richnesss.subplot..id.s.","species.richnesss.subplot","species.richnesss.subplot..1m.2...id.s.","species.richness..1m.2.","observation"
"72","Cowichan","Roadside",1,3,"B","5/24/2017","VALO",NA,NA,NA,NA,NA,NA,72,0,47,47,0,698,777,0,0,NA,NA,NA,NA,"7<x<12","<7","7<x<12","7<x<12","13.5",NA,"13.5","13","8.1",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
"73","Cowichan","Roadside",2,1,"A","5/24/2017","VALO",12.5,1.9,NA,0.7,0.0897971900151082,32.0903294914701,73,0,0,0,18,0,0,82,114,NA,NA,NA,NA,"7<x<12","<7","7<x<12","7<x<12","17.4",NA,"17.4","14.4","18.4",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"74","Cowichan","Roadside",2,1,"B","5/24/2017","VALO",7.85,1.8,NA,0.47,0.0271807978394711,26.5575525868166,74,0,0,0,14,0,0,82,114,NA,NA,NA,NA,"7<x<12","7<x<12","7<x<12","7<x<12","12","21.8","16.9","14.4","18.4",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"75","Cowichan","Roadside",2,2,"A","5/24/2017","VALO",9.5,1.2,NA,0.5,0.0327249234748937,27.8002234889449,75,0,10,10,5,149,162,45,51,NA,NA,1,12,">12","7<x<12",">12","7<x<12","11.5","12","11.75","14.9","15.9","24.7",NA,"24.7","26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"76","Cowichan","Roadside",2,2,"B","5/24/2017","VALO",13,1.5,NA,0.3,0.00706858347057703,31.8678755945625,76,0,3,3,1,149,162,45,51,NA,NA,1,12,"7<x<12","7<x<12",">12","7<x<12","14.4","15.9","15.15","14.9","15.9",NA,NA,"#DIV/0!","26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"77","Cowichan","Roadside",2,3,"A","5/24/2017","VALO",7,1,NA,0.6,0.0565486677646163,24.9338498421052,77,0,27,27,1,423,495,2,3,NA,NA,1,5,">12",">12","7<x<12","7<x<12","14.4","13.9","14.15","12","12.5","18.4","18.9","18.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"78","Cowichan","Roadside",2,3,"B","5/24/2017","VALO",NA,NA,NA,NA,NA,NA,78,0,45,45,0,423,495,2,3,NA,NA,1,5,"7<x<12","7<x<12","7<x<12","7<x<12","12.5","10","11.25","12","12.5",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
"79","Cowichan","Roadside",3,1,"A","5/24/2017","VALO",10.35,2.2,NA,0.74,0.106087395121523,30.0863395887333,79,0,0,0,34,0,0,147,188,NA,NA,1,5,"7<x<12","7<x<12",">12","7<x<12","17.9","14.9","16.4","21.8","17.4",NA,NA,"#DIV/0!","28.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"80","Cowichan","Roadside",3,1,"B","5/24/2017","VALO",6,1.57142857142857,NA,0.328571428571429,0.00928662726341764,24.1957741065126,80,0,0,0,7,0,0,147,188,NA,NA,15,5,">12","7<x<12",">12","7<x<12","13.9","13","13.45","21.8","17.4",NA,"26.2","26.2","28.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"81","Cowichan","Roadside",3,2,"A","5/24/2017","VALO",9.85,1.8,NA,0.65,0.0718966568743414,28.9729895475086,81,0,0,0,11,0,0,54,65,NA,NA,2,3,">12","<7","7<x<12","7<x<12","14.4",NA,"14.4","13.5","16.9","17.9",NA,"17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"82","Cowichan","Roadside",3,2,"B","5/24/2017","VALO",NA,NA,NA,NA,NA,NA,82,0,0,0,0,0,0,54,65,NA,NA,20,3,"<7","<7","7<x<12","7<x<12",NA,NA,"#DIV/0!","13.5","16.9",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"83","Cowichan","Roadside",3,3,"A","5/24/2017","VALO",5,1,NA,0.4,0.0167551608191456,22.5404101102446,83,0,0,0,1,1,1,33,34,NA,NA,1,7,"7<x<12","7<x<12",">12","7<x<12","10.5","14.4","12.45","19","19.3",NA,NA,"#DIV/0!","28.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
"84","Cowichan","Roadside",3,3,"B","5/24/2017","VALO",NA,NA,NA,NA,NA,NA,84,0,0,0,0,1,1,33,34,NA,NA,10,7,"7<x<12","7<x<12",">12","7<x<12","14.4","15.9","15.15","19","19.3",NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
"85","Stony Hill",NA,1,1,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,115,0,16,16,0,259,293,0,0,NA,NA,0,1,">12",">12",">12",">12","12","11","11.5","7.6","14.9","18.9","17.4","18.15","14.4","20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,115
"86","Stony Hill",NA,1,1,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,116,0,18,18,0,259,293,0,0,NA,NA,0,1,">12",">12",">12",">12","9","12","10.5","7.6","14.9","17.4","17.4","17.4","14.4","20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,116
"87","Stony Hill",NA,1,2,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,117,0,26,26,0,437,485,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117
"88","Stony Hill",NA,1,2,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,118,0,22,22,0,437,485,0,0,NA,NA,1,1,"<7",">12","<7","<7",NA,"11","11",NA,NA,NA,"20.3","20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118
"89","Stony Hill",NA,1,3,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,119,0,22,22,0,254,334,0,0,NA,NA,0,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119
"90","Stony Hill",NA,1,3,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,120,0,58,58,0,254,334,0,0,NA,NA,0,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120
"91","Stony Hill",NA,2,1,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,121,0,19,19,0,154,186,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121
"92","Stony Hill",NA,2,1,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,122,0,13,13,0,154,186,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122
"93","Stony Hill",NA,2,2,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,123,0,26,26,0,454,501,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123
"94","Stony Hill",NA,2,2,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,124,0,21,21,0,454,501,0,0,NA,NA,0,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124
"95","Stony Hill",NA,2,3,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,125,0,0,0,0,30,38,0,0,NA,NA,0,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
"96","Stony Hill",NA,2,3,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,126,0,8,8,0,30,38,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126
"97","Stony Hill",NA,3,1,"A","6/7/2017","VALO",22.8571428571429,5.42857142857143,NA,1.14285714285714,0.390790922895523,48.4963876726727,127,0,0,0,7,0,0,9,21,NA,NA,0,5,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"98","Stony Hill",NA,3,1,"B","6/7/2017","VALO",14.5,2.4,NA,1.02,0.27782360472756,35.6545175597239,128,0,0,0,5,0,0,9,21,NA,NA,1,5,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"99","Stony Hill",NA,3,2,"A","6/7/2017","VALO",11,2.66666666666667,NA,0.583333333333333,0.0519659664439284,31.0389826842195,129,0,18,18,6,171,217,9,16,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"100","Stony Hill",NA,3,2,"B","6/7/2017","VALO",9.5,2,NA,0.7,0.0897971900151082,28.8685801069175,130,0,28,28,1,171,217,9,16,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130
"101","Stony Hill",NA,3,3,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,131,0,20,20,0,68,100,7,7,NA,NA,10,5,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
"102","Stony Hill",NA,3,3,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,132,0,12,12,0,68,100,7,7,NA,NA,1,5,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132
"103","Stony Hill",NA,4,1,"A","6/7/2017","VALO",10.25,3.8,NA,0.81,0.139130928451368,31.7498445866243,133,0,0,0,10,0,0,19,35,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133
"104","Stony Hill",NA,4,1,"B","6/7/2017","VALO",9,2.16666666666667,NA,0.65,0.0718966568743414,28.4041226985313,134,0,0,0,6,0,0,19,35,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134
"105","Stony Hill",NA,4,2,"A","6/7/2017","VALO",14.65,2.9,NA,0.83,0.149693486551512,35.7564130057377,135,0,1,1,10,76,78,3,13,NA,NA,10,3,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135
"106","Stony Hill",NA,4,2,"B","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,136,0,1,1,0,76,78,3,13,NA,NA,2,3,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
"107","Stony Hill",NA,4,3,"A","6/7/2017","VALO",NA,NA,NA,NA,NA,NA,137,0,0,0,0,0,11,0,1,NA,NA,25,20,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
"108","Stony Hill",NA,4,3,"B","6/7/2017","VALO",23,2,NA,1.2,0.45238934211693,45.4443070806423,138,0,11,11,1,1,11,0,1,NA,NA,25,20,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138
"109","Thetis",NA,1,1,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,85,0,12,12,0,112,134,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
"110","Thetis",NA,1,1,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,86,0,10,10,0,112,134,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"111","Thetis",NA,1,2,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,87,0,15,15,0,105,154,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"112","Thetis",NA,1,2,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,88,0,34,34,0,105,154,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"113","Thetis",NA,1,3,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,89,0,10,10,0,59,76,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
"114","Thetis",NA,1,3,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,90,0,7,7,0,59,76,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"115","Thetis",NA,2,1,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,91,0,11,11,0,118,142,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
"116","Thetis",NA,2,1,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,92,0,13,13,0,118,142,0,0,NA,NA,10,2,"7<x<12","7<x<12","<7","<7","15.9","19.3","17.6",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
"117","Thetis",NA,2,2,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,93,0,13,13,0,6,26,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93
"118","Thetis",NA,2,2,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,94,0,7,7,0,63,26,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
"119","Thetis",NA,2,3,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,95,0,14,14,0,35,52,0,0,NA,NA,0,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"120","Thetis",NA,2,3,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,96,0,3,3,0,35,52,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
"121","Thetis",NA,3,1,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,97,0,59,59,0,375,444,0,0,NA,NA,1,7,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
"122","Thetis",NA,3,1,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,98,0,10,10,0,375,444,0,0,NA,NA,5,7,"<7","7<x<12","<7","<7",NA,"16.9","16.9",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"123","Thetis",NA,3,2,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,99,0,9,9,0,101,120,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"124","Thetis",NA,3,2,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,100,0,10,10,0,101,120,0,0,NA,NA,1,7,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"125","Thetis",NA,3,3,"A","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,101,0,20,20,0,193,225,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"126","Thetis",NA,3,3,"B","6/1/2017","VALO",NA,NA,NA,NA,NA,NA,102,0,12,12,0,193,225,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"127","Thetis",NA,4,1,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,103,0,32,32,0,275,344,0,0,NA,NA,0,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectritis, Rumex, Hypochaeris, Montia, Cerastium glomeratum",5,"Plectritis, Rumex, Hypochaeris, Montia, Cerastium glomeratum, Fragaria, Sedum, Anthoxanthum, Carex",9,103
"128","Thetis",NA,4,1,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,104,0,37,37,0,275,344,0,0,NA,NA,1,1,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectitis, Montia, Hypochaeris, Anthoxanthum, Fragaria, Sedum",6,"Plectritis, Rumex, Hypochaeris, Montia, Cerastium glomeratum, Fragaria, Sedum, Anthoxanthum, Carex",9,104
"129","Thetis",NA,4,2,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,105,0,23,23,0,213,258,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectritis, Montia, Anthoxanthum, Rumex, Cerastium glomeratum, Sedum, Hypochaeris",7,"Plectritis, Montia, Anthoxanthum, Rumex, Cerastium glomeratum, Sedum, Hypochaeris, Mellica",9,105
"130","Thetis",NA,4,2,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,106,0,22,22,0,213,258,0,0,NA,NA,5,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectritis, Hypochaeris, Montia Sedum, Anthoxanthum, Rumex, Mellica, Cerastium glomeratum",8,"Plectritis, Montia, Anthoxanthum, Rumex, Cerastium glomeratum, Sedum, Hypochaeris, Mellica",9,106
"131","Thetis",NA,4,3,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,107,0,13,13,0,113,140,0,0,NA,NA,1,3,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectritis, Anthoxanthum, Sedum, Montia, Chrysanthemum",5,"Plectritis, Anthoxanthum, Sedum, Montia, Chrysanthemum, Mellica",6,107
"132","Thetis",NA,4,3,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,108,0,14,14,0,113,140,0,0,NA,NA,3,3,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,"Plectritis, Montia, Sedum, Mellica, Cerastium glomeratum",5,"Plectritis, Anthoxanthum, Sedum, Montia, Chrysanthemum, Mellica",6,108
"133","Thetis",NA,5,1,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,109,0,8,8,0,80,97,0,0,NA,NA,2,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109
"134","Thetis",NA,5,1,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,110,0,9,9,0,80,97,0,0,NA,NA,2,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
"135","Thetis",NA,5,2,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,111,0,14,14,0,146,166,0,0,NA,NA,0,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
"136","Thetis",NA,5,2,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,112,0,6,6,0,146,166,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"137","Thetis",NA,5,3,"A","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,113,0,1,1,0,38,46,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
"138","Thetis",NA,5,3,"B","6/6/2017","VALO",NA,NA,NA,NA,NA,NA,114,0,7,7,0,38,46,0,0,NA,NA,1,2,"<7","<7","<7","<7",NA,NA,"#DIV/0!",NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
